SCHLINSTID,SCHLYR,CNTYGEOGAREAID,DISTINSTID,STUDENRCNT,DISTSTUDENRCNT,CntyStudEnrCnt,FREELNCHCNT,DISTFREELNCHCNT,CntyFreeLnchCnt,REDLNCHCNT,DISTREDLNCHCNT,CntyRedLnchCnt,TOTELGBLAMT,DISTTOTELGBLAMT,CntyTotElgblAmt,FREEREDLNCHPCT,DISTFREEREDLNCHPCT,CntyFreeRedLnchPct,CNTYNM,DISTNM,SCHLNM,last column
435,"7/1/2008",17,2054,429,5694,10998,154,2338,4725,56,610,1320,210,2948,6045,48.95,51.77,54.96,"Josephine","Grants Pass SD 7","Allen Dale Elementary School",-
436,"7/1/2008",17,2054,393,5694,10998,160,2338,4725,30,610,1320,190,2948,6045,48.35,51.77,54.96,"Josephine","Grants Pass SD 7","Highland Elementary School",-
437,"7/1/2008",17,2054,407,5694,10998,200,2338,4725,54,610,1320,254,2948,6045,62.41,51.77,54.96,"Josephine","Grants Pass SD 7","Lincoln Elementary School",-
438,"7/1/2008",17,2054,691,5694,10998,290,2338,4725,77,610,1320,367,2948,6045,53.11,51.77,54.96,"Josephine","Grants Pass SD 7","North Middle School",-
439,"7/1/2008",17,2054,404,5694,10998,173,2338,4725,41,610,1320,214,2948,6045,52.97,51.77,54.96,"Josephine","Grants Pass SD 7","Redwood Elementary School",-
440,"7/1/2008",17,2054,419,5694,10998,268,2338,4725,49,610,1320,317,2948,6045,75.66,51.77,54.96,"Josephine","Grants Pass SD 7","Riverside Elementary School",-
441,"7/1/2008",17,2054,593,5694,10998,236,2338,4725,82,610,1320,318,2948,6045,53.63,51.77,54.96,"Josephine","Grants Pass SD 7","South Middle School",-
442,"7/1/2008",17,2054,1845,5694,10998,581,2338,4725,178,610,1320,759,2948,6045,41.14,51.77,54.96,"Josephine","Grants Pass SD 7","Grants Pass High School",-
443,"7/1/2008",17,2055,474,5339,10998,320,2387,4725,84,710,1320,404,3097,6045,85.23,58.01,54.96,"Josephine","Three Rivers/Josephine County SD","Evergreen Elementary School",-
444,"7/1/2008",17,2055,454,5339,10998,174,2387,4725,60,710,1320,234,3097,6045,51.54,58.01,54.96,"Josephine","Three Rivers/Josephine County SD","Fleming Middle School",-
445,"7/1/2008",17,2055,316,5339,10998,175,2387,4725,38,710,1320,213,3097,6045,67.41,58.01,54.96,"Josephine","Three Rivers/Josephine County SD","Fruitdale Elementary School",-
446,"7/1/2008",17,2055,281,5339,10998,118,2387,4725,35,710,1320,153,3097,6045,54.45,58.01,54.96,"Josephine","Three Rivers/Josephine County SD","Ft Vannoy Elementary School",-
447,"7/1/2008",17,2055,233,5339,10998,92,2387,4725,31,710,1320,123,3097,6045,52.79,58.01,54.96,"Josephine","Three Rivers/Josephine County SD","Jerome Prairie Elementary School",-
448,"7/1/2008",17,2055,493,5339,10998,206,2387,4725,73,710,1320,279,3097,6045,56.59,58.01,54.96,"Josephine","Three Rivers/Josephine County SD","Lincoln Savage Middle School",-
449,"7/1/2008",17,2055,260,5339,10998,156,2387,4725,46,710,1320,202,3097,6045,77.69,58.01,54.96,"Josephine","Three Rivers/Josephine County SD","Lorna Byrne Middle School",-
450,"7/1/2008",17,2055,271,5339,10998,134,2387,4725,33,710,1320,167,3097,6045,61.62,58.01,54.96,"Josephine","Three Rivers/Josephine County SD","Madrona Elementary School",-
451,"7/1/2008",17,2055,334,5339,10998,133,2387,4725,51,710,1320,184,3097,6045,55.09,58.01,54.96,"Josephine","Three Rivers/Josephine County SD","Manzanita Elementary School",-
453,"7/1/2008",17,2055,96,5339,10998,65,2387,4725,14,710,1320,79,3097,6045,82.29,58.01,54.96,"Josephine","Three Rivers/Josephine County SD","Williams Elementary School",-
454,"7/1/2008",17,2055,60,5339,10998,41,2387,4725,7,710,1320,48,3097,6045,80,58.01,54.96,"Josephine","Three Rivers/Josephine County SD","Wolf Creek Elementary School",-
455,"7/1/2008",17,2055,863,5339,10998,271,2387,4725,99,710,1320,370,3097,6045,42.87,58.01,54.96,"Josephine","Three Rivers/Josephine County SD","Hidden Valley High School",-
456,"7/1/2008",17,2055,413,5339,10998,248,2387,4725,65,710,1320,313,3097,6045,75.79,58.01,54.96,"Josephine","Three Rivers/Josephine County SD","Illinois Valley High School",-
457,"7/1/2008",17,2055,659,5339,10998,214,2387,4725,53,710,1320,267,3097,6045,40.52,58.01,54.96,"Josephine","Three Rivers/Josephine County SD","North Valley High School",-
458,"7/1/2008",18,2056,277,3942,9862,200,1893,4956,29,379,1129,229,2272,6085,82.67,57.64,61.7,"Klamath","Klamath Falls City Schools","Fairview Elementary School",-
459,"7/1/2008",18,2056,261,3942,9862,156,1893,4956,28,379,1129,184,2272,6085,70.5,57.64,61.7,"Klamath","Klamath Falls City Schools","Joseph Conger Elementary School",-
461,"7/1/2008",18,2056,405,3942,9862,308,1893,4956,29,379,1129,337,2272,6085,83.21,57.64,61.7,"Klamath","Klamath Falls City Schools","Mills Elementary School",-
462,"7/1/2008",18,2056,253,3942,9862,140,1893,4956,31,379,1129,171,2272,6085,67.59,57.64,61.7,"Klamath","Klamath Falls City Schools","Pelican Elementary School",-
463,"7/1/2008",18,2056,423,3942,9862,218,1893,4956,59,379,1129,277,2272,6085,65.48,57.64,61.7,"Klamath","Klamath Falls City Schools","Ponderosa Junior High School",-
465,"7/1/2008",18,2056,284,3942,9862,71,1893,4956,23,379,1129,94,2272,6085,33.1,57.64,61.7,"Klamath","Klamath Falls City Schools","Roosevelt Elementary School",-
466,"7/1/2008",18,2057,251,6131,9862,195,3063,4956,23,750,1129,218,3813,6085,86.85,62.19,61.7,"Klamath","Klamath County SD","Altamont Elementary School",-
3584,"7/1/2006",26,2180,,44639,89378,,17016,35478,,3306,7778,0,20322,43256,0,45.53,48.4,"Multnomah","Portland SD 1J","Parry Center SCIP",-
3585,"7/1/2006",18,2056,,3937,10416,,1747,4545,,382,1071,0,2129,5616,0,54.08,53.92,"Klamath","Klamath Falls City Schools","Transition House",-
3587,"7/1/2006",34,2243,66,37685,82585,,9123,21050,,2335,5117,7,11458,26167,,30.4,31.68,"Washington","Beaverton SD 48J","Merlo Station Night School",-
3615,"7/1/2006",6,1966,158,2204,8405,33,748,3136,9,152,792,42,900,3928,26.58,40.83,46.73,"Coos","North Bend SD 13","Lighthouse School",-
3616,"7/1/2006",26,2180,296,44639,89378,70,17016,35478,20,3306,7778,90,20322,43256,30.41,45.53,48.4,"Multnomah","Portland SD 1J","Trillium ",-
3624,"7/1/2006",10,2002,390,1528,15607,177,596,5721,38,123,1409,215,719,7130,55.13,47.05,45.68,"Douglas","Winston-Dillard SD 116","Brockway Elementary School",-
3626,"7/1/2006",34,2244,2,4188,82585,,338,21050,,117,5117,0,455,26167,,10.86,31.68,"Washington","Sherwood SD 88J","Meridian Emotional & Behavioral Ctr",-
3630,"7/1/2006",3,1902,9,246,58024,,,11835,,,3686,0,0,15521,,,26.75,"Clackamas","Clackamas ESD","Heron Creek Program",-
3635,"7/1/2006",2,1901,,6757,9085,,1668,2184,,336,475,0,2004,2659,0,29.66,29.27,"Benton","Corvallis SD 509J","College Hill High School",-
3639,"7/1/2006",15,2025,14,205,29027,,,9431,,,2383,0,0,11814,,,40.7,"Jackson","Southern Oregon ESD","Little Butte Elementary STEPS Program",-
3640,"7/1/2006",31,2211,,92,3883,,,1179,,,373,0,0,1552,0,,39.97,"Union","Union-Baker ESD","Milton-Freewater Education Center",-
3646,"7/1/2006",2,1901,,6757,9085,,1668,2184,,336,475,0,2004,2659,0,29.66,29.27,"Benton","Corvallis SD 509J","Harding Center",-
3647,"7/1/2006",26,2180,,44639,89378,,17016,35478,,3306,7778,0,20322,43256,0,45.53,48.4,"Multnomah","Portland SD 1J","HS B Program at Columbia",-
3649,"7/1/2006",26,2185,532,6534,89378,154,2474,35478,47,654,7778,201,3128,43256,37.78,47.87,48.4,"Multnomah","Centennial SD 28J","Butler Creek Elementary School",-
3652,"7/1/2006",15,2042,,4737,29027,,1392,9431,,413,2383,0,1805,11814,0,38.1,40.7,"Jackson","Central Point SD 6","Family Solutions - Central Point",-
3653,"7/1/2006",15,2048,,12465,29027,,3745,9431,,870,2383,0,4615,11814,0,37.02,40.7,"Jackson","Medford SD 549C","Family Solutions - Medford",-
3662,"7/1/2006",9,1976,129,15290,23496,,3649,5696,,1122,1869,0,4771,7565,,31.2,32.2,"Deschutes","Bend-LaPine Administrative SD 1","Oregon Youth Challenge",-
3681,"7/1/2006",34,2242,16,12519,82585,,2644,21050,,576,5117,0,3220,26167,,25.72,31.68,"Washington","Tigard-Tualatin SD 23J","Transition Program",-
3691,"7/1/2006",18,2056,38,3937,10416,,1747,4545,,382,1071,0,2129,5616,,54.08,53.92,"Klamath","Klamath Falls City Schools","Klamath Adult Learning Center (Overlap)",-
3692,"7/1/2006",18,2056,17,3937,10416,,1747,4545,,382,1071,0,2129,5616,,54.08,53.92,"Klamath","Klamath Falls City Schools","Klamath Adult Learning Center -(Non-Overlap)",-
3725,"7/1/2006",34,2239,91,20000,82585,,5994,21050,,1531,5117,0,7525,26167,,37.63,31.68,"Washington","Hillsboro SD 1J","Miller Education Center - GED program",-
3728,"7/1/2006",34,2239,27,20000,82585,,5994,21050,,1531,5117,0,7525,26167,,37.63,31.68,"Washington","Hillsboro SD 1J","Community Transition Services",-
3732,"7/1/2006",34,2239,,20000,82585,,5994,21050,,1531,5117,0,7525,26167,0,37.63,31.68,"Washington","Hillsboro SD 1J","PCC/Tuition Reimbursement Program",-
3736,"7/1/2006",34,2239,3,20000,82585,,5994,21050,,1531,5117,0,7525,26167,,37.63,31.68,"Washington","Hillsboro SD 1J","PCC/Hillsboro Basic English",-
3738,"7/1/2006",34,2239,20,20000,82585,,5994,21050,,1531,5117,0,7525,26167,,37.63,31.68,"Washington","Hillsboro SD 1J","Washington County Jail Program",-
3739,"7/1/2006",34,2239,12,20000,82585,,5994,21050,,1531,5117,0,7525,26167,,37.63,31.68,"Washington","Hillsboro SD 1J","Harkin’s House",-
3740,"7/1/2006",13,2014,22,975,1218,,341,430,,112,162,20,453,592,,46.46,48.6,"Harney","Harney County SD 3","BHS Alternative Education",-
3766,"7/1/2006",29,2197,,2067,3389,,833,1362,,185,327,0,1018,1689,0,49.25,49.84,"Tillamook","Tillamook SD 9","Tillamook Options Program",-
3884,"7/1/2006",20,2083,,10504,46330,,4561,15394,,935,3646,0,5496,19040,0,52.32,41.1,"Lane","Springfield SD 19","SCAR Jasper Mountain Safe Assessment Center ",-
3913,"7/1/2006",3,1922,778,8451,58024,199,901,11835,40,259,3686,239,1160,15521,30.72,13.73,26.75,"Clackamas","West Linn-Wilsonville SD 3J","Boones Ferry Primary School",-
3947,"7/1/2006",9,1976,432,15290,23496,132,3649,5696,37,1122,1869,169,4771,7565,39.12,31.2,32.2,"Deschutes","Bend-LaPine Administrative SD 1","Pine Ridge Elem",-
3950,"7/1/2006",22,2100,98,8949,19934,60,2724,6824,,585,2113,63,3309,8937,,36.98,44.83,"Linn","Greater Albany Public SD 8J","Albany Options School",-
3986,"7/1/2006",34,2241,333,6124,82585,236,2638,21050,28,482,5117,264,3120,26167,79.28,50.95,31.68,"Washington","Forest Grove SD 15","Fern Hill Elementary School",-
3987,"7/1/2006",6,1966,1,2204,8405,,748,3136,,152,792,0,900,3928,,40.83,46.73,"Coos","North Bend SD 13","Off Campus School",-
3989,"7/1/2006",26,2182,510,11078,89378,270,5185,35478,81,1119,7778,351,6304,43256,68.82,56.91,48.4,"Multnomah","Reynolds SD 7","Salish Ponds Elementary School",-
3990,"7/1/2006",6,1966,290,2204,8405,60,748,3136,17,152,792,77,900,3928,26.55,40.83,46.73,"Coos","North Bend SD 13","Oregon Coast Technology School",-
3991,"7/1/2006",26,2180,126,44639,89378,17,17016,35478,6,3306,7778,23,20322,43256,18.25,45.53,48.4,"Multnomah","Portland SD 1J","Emerson School",-
3996,"7/1/2006",9,1976,6,15290,23496,,3649,5696,,1122,1869,0,4771,7565,,31.2,32.2,"Deschutes","Bend-LaPine Administrative SD 1","Bend-LaPine Court School",-
4004,"7/1/2006",3,1924,248,17259,58024,82,4326,11835,25,1485,3686,107,5811,15521,43.15,33.67,26.75,"Clackamas","North Clackamas SD 12","New Urban High School",-
4005,"7/1/2006",3,1924,177,17259,58024,68,4326,11835,10,1485,3686,78,5811,15521,44.07,33.67,26.75,"Clackamas","North Clackamas SD 12","El Puente",-
4018,"7/1/2006",34,2239,1300,20000,82585,400,5994,21050,89,1531,5117,489,7525,26167,37.62,37.63,31.68,"Washington","Hillsboro SD 1J","Liberty High School",-
4020,"7/1/2006",15,2043,395,4263,29027,103,1891,9431,56,577,2383,159,2468,11814,40.25,57.89,40.7,"Jackson","Eagle Point SD 9","Eagle Rock Elementary School",-
4021,"7/1/2006",15,2043,437,4263,29027,279,1891,9431,63,577,2383,342,2468,11814,78.26,57.89,40.7,"Jackson","Eagle Point SD 9","White Mountain Middle School",-
467,"7/1/2008",18,2057,220,6131,9862,126,3063,4956,18,750,1129,144,3813,6085,65.45,62.19,61.7,"Klamath","Klamath County SD","Bonanza Elementary School",-
468,"7/1/2008",18,2057,211,6131,9862,158,3063,4956,23,750,1129,181,3813,6085,85.78,62.19,61.7,"Klamath","Klamath County SD","Chiloquin Elementary School",-
469,"7/1/2008",18,2057,157,6131,9862,89,3063,4956,24,750,1129,113,3813,6085,71.97,62.19,61.7,"Klamath","Klamath County SD","Fairhaven Elementary School",-
470,"7/1/2008",18,2057,472,6131,9862,176,3063,4956,73,750,1129,249,3813,6085,52.75,62.19,61.7,"Klamath","Klamath County SD","Ferguson Elementary School",-
471,"7/1/2008",18,2057,42,6131,9862,20,3063,4956,8,750,1129,28,3813,6085,66.67,62.19,61.7,"Klamath","Klamath County SD","Gearhart Elementary School",-
472,"7/1/2008",18,2057,104,6131,9862,70,3063,4956,18,750,1129,88,3813,6085,84.62,62.19,61.7,"Klamath","Klamath County SD","Gilchrist Elementary School",-
473,"7/1/2008",18,2057,361,6131,9862,115,3063,4956,35,750,1129,150,3813,6085,41.55,62.19,61.7,"Klamath","Klamath County SD","Henley Elementary School",-
474,"7/1/2008",18,2057,150,6131,9862,65,3063,4956,16,750,1129,81,3813,6085,54,62.19,61.7,"Klamath","Klamath County SD","Keno Elementary School",-
475,"7/1/2008",18,2057,131,6131,9862,97,3063,4956,17,750,1129,114,3813,6085,87.02,62.19,61.7,"Klamath","Klamath County SD","Malin Elementary School",-
476,"7/1/2008",18,2057,148,6131,9862,89,3063,4956,30,750,1129,119,3813,6085,80.41,62.19,61.7,"Klamath","Klamath County SD","Merrill Elementary School",-
477,"7/1/2008",18,2057,529,6131,9862,205,3063,4956,61,750,1129,266,3813,6085,50.28,62.19,61.7,"Klamath","Klamath County SD","Peterson Elementary School",-
478,"7/1/2008",18,2057,564,6131,9862,275,3063,4956,54,750,1129,329,3813,6085,58.33,62.19,61.7,"Klamath","Klamath County SD","Shasta Elementary School",-
479,"7/1/2008",18,2057,264,6131,9862,200,3063,4956,49,750,1129,249,3813,6085,94.32,62.19,61.7,"Klamath","Klamath County SD","Stearns Elementary School",-
480,"7/1/2008",18,2057,429,6131,9862,219,3063,4956,54,750,1129,273,3813,6085,63.64,62.19,61.7,"Klamath","Klamath County SD","Brixner Junior High School",-
481,"7/1/2008",18,2057,436,6131,9862,275,3063,4956,65,750,1129,340,3813,6085,77.98,62.19,61.7,"Klamath","Klamath County SD","Henley Middle School",-
482,"7/1/2008",18,2057,246,6131,9862,101,3063,4956,28,750,1129,129,3813,6085,52.44,62.19,61.7,"Klamath","Klamath County SD","Bonanza Junior/Senior High School",-
483,"7/1/2008",18,2057,216,6131,9862,159,3063,4956,28,750,1129,187,3813,6085,86.57,62.19,61.7,"Klamath","Klamath County SD","Chiloquin High School",-
484,"7/1/2008",18,2057,126,6131,9862,66,3063,4956,19,750,1129,85,3813,6085,67.46,62.19,61.7,"Klamath","Klamath County SD","Gilchrist Junior/Senior High School",-
485,"7/1/2008",18,2057,679,6131,9862,179,3063,4956,63,750,1129,242,3813,6085,35.64,62.19,61.7,"Klamath","Klamath County SD","Henley High School",-
486,"7/1/2008",18,2057,288,6131,9862,184,3063,4956,44,750,1129,228,3813,6085,79.17,62.19,61.7,"Klamath","Klamath County SD","Lost River High School",-
487,"7/1/2008",18,2056,830,3942,9862,345,1893,4956,80,379,1129,425,2272,6085,51.2,57.64,61.7,"Klamath","Klamath Falls City Schools","Klamath Union High School",-
488,"7/1/2008",18,2056,855,3942,9862,347,1893,4956,85,379,1129,432,2272,6085,50.53,57.64,61.7,"Klamath","Klamath Falls City Schools","Mazama High School",-
489,"7/1/2008",19,2059,48,751,1103,10,236,444,6,87,108,16,323,552,33.33,43.01,50.05,"Lake","Lake County SD 7","Union Elementary School",-
490,"7/1/2008",19,2059,337,751,1103,114,236,444,38,87,108,152,323,552,45.1,43.01,50.05,"Lake","Lake County SD 7","Fremont/Hay Elementary School",-
491,"7/1/2008",19,2059,108,751,1103,39,236,444,12,87,108,51,323,552,47.22,43.01,50.05,"Lake","Lake County SD 7","Daly Middle School",-
492,"7/1/2008",19,2059,258,751,1103,73,236,444,31,87,108,104,323,552,40.31,43.01,50.05,"Lake","Lake County SD 7","Lakeview Senior High School",-
497,"7/1/2008",19,2062,4,4,1103,,,444,,,108,0,0,552,,,50.05,"Lake","Plush SD 18","Plush Elementary School",-
498,"7/1/2008",19,2063,9,9,1103,,,444,,,108,0,0,552,,,50.05,"Lake","Adel SD 21","Adel Elementary School",-
499,"7/1/2008",20,2081,246,851,45929,40,93,15999,,,3889,40,93,19888,,,43.3,"Lane","Pleasant Hill SD 1","Pleasant Hill Middle School",-
500,"7/1/2008",20,2081,276,851,45929,53,93,15999,,,3889,53,93,19888,,,43.3,"Lane","Pleasant Hill SD 1","Trent Elementary School",-
502,"7/1/2008",20,2081,329,851,45929,,93,15999,,,3889,0,93,19888,,,43.3,"Lane","Pleasant Hill SD 1","Pleasant Hill High School",-
503,"7/1/2008",20,2082,202,17661,45929,84,4957,15999,13,1149,3889,97,6106,19888,48.02,34.57,43.3,"Lane","Eugene SD 4J","Adams Elementary School",-
504,"7/1/2008",20,2082,496,17661,45929,195,4957,15999,58,1149,3889,253,6106,19888,51.01,34.57,43.3,"Lane","Eugene SD 4J","Awbrey Park Elementary School",-
506,"7/1/2008",20,2082,581,17661,45929,137,4957,15999,31,1149,3889,168,6106,19888,28.92,34.57,43.3,"Lane","Eugene SD 4J","Cal Young Middle School",-
507,"7/1/2008",20,2082,146,17661,45929,28,4957,15999,10,1149,3889,38,6106,19888,26.03,34.57,43.3,"Lane","Eugene SD 4J","Coburg Elementary School",-
508,"7/1/2008",20,2082,264,17661,45929,20,4957,15999,11,1149,3889,31,6106,19888,11.74,34.57,43.3,"Lane","Eugene SD 4J","Crest Drive Elementary School",-
510,"7/1/2008",20,2082,298,17661,45929,50,4957,15999,10,1149,3889,60,6106,19888,20.13,34.57,43.3,"Lane","Eugene SD 4J","Edison Elementary School",-
511,"7/1/2008",20,2082,277,17661,45929,55,4957,15999,19,1149,3889,74,6106,19888,26.71,34.57,43.3,"Lane","Eugene SD 4J","Parker Elementary School",-
513,"7/1/2008",20,2082,515,17661,45929,91,4957,15999,19,1149,3889,110,6106,19888,21.36,34.57,43.3,"Lane","Eugene SD 4J","Gilham Elementary School",-
514,"7/1/2008",20,2082,184,17661,45929,94,4957,15999,13,1149,3889,107,6106,19888,58.15,34.57,43.3,"Lane","Eugene SD 4J","Harris Elementary School",-
515,"7/1/2008",20,2082,312,17661,45929,182,4957,15999,36,1149,3889,218,6106,19888,69.87,34.57,43.3,"Lane","Eugene SD 4J","Howard Elementary School",-
518,"7/1/2008",20,2082,499,17661,45929,208,4957,15999,43,1149,3889,251,6106,19888,50.3,34.57,43.3,"Lane","Eugene SD 4J","Kelly Middle School",-
519,"7/1/2008",20,2082,505,17661,45929,156,4957,15999,34,1149,3889,190,6106,19888,37.62,34.57,43.3,"Lane","Eugene SD 4J","Kennedy Middle School",-
520,"7/1/2008",20,2082,465,17661,45929,148,4957,15999,66,1149,3889,214,6106,19888,46.02,34.57,43.3,"Lane","Eugene SD 4J","Madison Middle School",-
522,"7/1/2008",20,2082,424,17661,45929,181,4957,15999,37,1149,3889,218,6106,19888,51.42,34.57,43.3,"Lane","Eugene SD 4J","McCornack Elementary School",-
4024,"7/1/2006",24,2137,17,1086,58888,,730,24491,,98,4785,14,828,29276,,76.24,49.71,"Marion","Gervais SD 1","Douglas Avenue Alternative School",-
4025,"7/1/2006",6,1964,146,984,8405,51,341,3136,20,115,792,71,456,3928,48.63,46.34,46.73,"Coos","Coquille SD 8","Coquille Valley Intermediate School",-
4034,"7/1/2006",3,1902,4,246,58024,,,11835,,,3686,0,0,15521,,,26.75,"Clackamas","Clackamas ESD","Transition Program - Clackamas ESD",-
4038,"7/1/2006",21,2097,190,5555,5555,93,2203,2203,33,525,525,126,2728,2728,66.32,49.11,49.11,"Lincoln","Lincoln County SD","Siletz Valley School",-
4039,"7/1/2006",27,2190,75,3306,6666,25,1016,2595,,165,499,27,1181,3094,,35.72,46.41,"Polk","Dallas SD 2","Morrison Campus Alternative Program",-
4040,"7/1/2006",24,2336,123,257,58888,,,24491,,,4785,0,0,29276,,,49.71,"Marion","Oregon Department of Education","Four Rivers Community School",-
4041,"7/1/2006",20,2082,105,18124,46330,60,4532,15394,,988,3646,65,5520,19040,,30.46,41.1,"Lane","Eugene SD 4J","Network Charter School",-
4045,"7/1/2006",20,2084,101,1681,46330,8,511,15394,,142,3646,11,653,19040,,38.85,41.1,"Lane","Fern Ridge SD 28J","West Lane Technology Learning Center",-
4047,"7/1/2006",25,2147,241,2262,2416,146,1183,1235,32,289,301,178,1472,1536,73.86,65.08,63.58,"Morrow","Morrow SD 1","Windy River Elementary School",-
4048,"7/1/2006",25,2147,127,2262,2416,82,1183,1235,26,289,301,108,1472,1536,85.04,65.08,63.58,"Morrow","Morrow SD 1","Irrigon Elementary School",-
4051,"7/1/2006",26,2148,,393,89378,,181,35478,,,7778,0,181,43256,0,,48.4,"Multnomah","Multnomah ESD","Kerr Youth & Family Center DTP",-
4055,"7/1/2006",26,2148,11,393,89378,,181,35478,,,7778,0,181,43256,,,48.4,"Multnomah","Multnomah ESD","MESD Program at Reynolds MS",-
4058,"7/1/2006",20,2084,78,1681,46330,47,511,15394,10,142,3646,57,653,19040,73.08,38.85,41.1,"Lane","Fern Ridge SD 28J","Willamette Leadership Academy",-
4061,"7/1/2006",3,1922,10,8451,58024,,901,11835,,259,3686,1,1160,15521,,13.73,26.75,"Clackamas","West Linn-Wilsonville SD 3J","District Post High School",-
4063,"7/1/2006",24,2117,,6,58888,,,24491,,,4785,0,0,29276,0,,49.71,"Marion","Willamette ESD","Metsker Heights at Rainbow Family Services - Sherwood SD",-
4065,"7/1/2006",26,2187,216,10032,89378,,5623,35478,,1342,7778,0,6965,43256,,69.43,48.4,"Multnomah","David Douglas SD 40","Fir Ridge Campus",-
4068,"7/1/2006",24,2142,553,39447,58888,156,15823,24491,27,3136,4785,183,18959,29276,33.09,48.06,49.71,"Marion","Salem-Keizer SD 24J","Harritt Elementary School",-
4071,"7/1/2006",34,2242,12,12519,82585,,2644,21050,,576,5117,0,3220,26167,,25.72,31.68,"Washington","Tigard-Tualatin SD 23J","Secondary Behavior Program",-
4072,"7/1/2006",15,2025,10,205,29027,,,9431,,,2383,0,0,11814,,,40.7,"Jackson","Southern Oregon ESD","North Medford High - STEP",-
4074,"7/1/2006",14,2024,9,3977,3977,,1617,1617,,331,331,0,1948,1948,,48.98,48.98,"Hood River","Hood River County SD","Coe Learning Center",-
4077,"7/1/2006",15,2039,8,2826,29027,,1183,9431,,214,2383,0,1397,11814,,49.43,40.7,"Jackson","Phoenix-Talent SD 4","Phoenix High School Night School",-
4078,"7/1/2006",26,2148,8,393,89378,,181,35478,,,7778,0,181,43256,,,48.4,"Multnomah","Multnomah ESD","MESD Program at Davis Elementary",-
4079,"7/1/2006",6,1965,42,3574,8405,10,1422,3136,,383,792,13,1805,3928,,50.5,46.73,"Coos","Coos Bay SD 9","Resource Link Charter School",-
4105,"7/1/2006",9,1975,,6,23496,,,5696,,,1869,0,0,7565,0,,32.2,"Deschutes","High Desert ESD","Central Oregon Even Start Program",-
4108,"7/1/2006",15,2025,,205,29027,,,9431,,,2383,0,0,11814,0,,40.7,"Jackson","Southern Oregon ESD","Project LISTO Even Start",-
4110,"7/1/2006",6,1949,,11,8405,,,3136,,,792,0,0,3928,0,,46.73,"Coos","South Coast ESD","Even Start Family Literacy System",-
4116,"7/1/2006",30,2207,77,3363,13587,,985,5971,,250,1277,0,1235,7248,,36.72,53.35,"Umatilla","Pendleton SD 16","Pendleton Education Center",-
4129,"7/1/2006",9,1976,278,15290,23496,119,3649,5696,21,1122,1869,140,4771,7565,50.36,31.2,32.2,"Deschutes","Bend-LaPine Administrative SD 1","Ensworth Elementary School",-
4146,"7/1/2006",20,2082,374,18124,46330,237,4532,15394,36,988,3646,273,5520,19040,72.99,30.46,41.1,"Lane","Eugene SD 4J","Cesar Chavez Elementary School",-
4153,"7/1/2006",26,2180,292,44639,89378,183,17016,35478,37,3306,7778,220,20322,43256,75.34,45.53,48.4,"Multnomah","Portland SD 1J","BizTech High School",-
4154,"7/1/2006",26,2180,254,44639,89378,141,17016,35478,35,3306,7778,176,20322,43256,69.29,45.53,48.4,"Multnomah","Portland SD 1J","Pauling Academy of Integrated Sciences",-
4156,"7/1/2006",26,2180,314,44639,89378,183,17016,35478,37,3306,7778,220,20322,43256,70.06,45.53,48.4,"Multnomah","Portland SD 1J","Renaissance Arts Academy",-
4157,"7/1/2006",20,2082,561,18124,46330,199,4532,15394,41,988,3646,240,5520,19040,42.78,30.46,41.1,"Lane","Eugene SD 4J","Holt Elementary School",-
4162,"7/1/2006",26,2180,288,44639,89378,148,17016,35478,33,3306,7778,181,20322,43256,62.85,45.53,48.4,"Multnomah","Portland SD 1J","Arts, Communication & Technology School",-
4164,"7/1/2006",26,2180,217,44639,89378,163,17016,35478,20,3306,7778,183,20322,43256,84.33,45.53,48.4,"Multnomah","Portland SD 1J","Spanish-English International School",-
4165,"7/1/2006",26,2180,289,44639,89378,167,17016,35478,22,3306,7778,189,20322,43256,65.4,45.53,48.4,"Multnomah","Portland SD 1J","Pursuit of Wellness Education at Roosevelt Campus",-
4196,"7/1/2006",24,4371,,,58888,,,24491,,,4785,0,,29276,0,,49.71,"Marion","ODE Head Start","Oregon Child Development Coalition (OCDC) of Washington Coun",-
4199,"7/1/2006",24,4371,,,58888,,,24491,,,4785,0,,29276,0,,49.71,"Marion","ODE Head Start","North Central ESD Early Education Head Start",-
4201,"7/1/2006",20,2090,64,252,46330,20,99,15394,7,23,3646,27,122,19040,42.19,48.41,41.1,"Lane","McKenzie SD 68","McKenzie Middle School",-
4202,"7/1/2006",30,2207,68,3363,13587,36,985,5971,9,250,1277,45,1235,7248,66.18,36.72,53.35,"Umatilla","Pendleton SD 16","Nixyaawii Community School",-
4203,"7/1/2006",26,2148,,393,89378,,181,35478,,,7778,0,181,43256,0,,48.4,"Multnomah","Multnomah ESD","Doernbecher Childrens Hospital (educational program)",-
4204,"7/1/2006",3,1902,9,246,58024,,,11835,,,3686,0,0,15521,,,26.75,"Clackamas","Clackamas ESD","ESD Program at Jackson Post High - LEEP",-
4205,"7/1/2006",3,1902,8,246,58024,,,11835,,,3686,0,0,15521,,,26.75,"Clackamas","Clackamas ESD","ESD Program at Kraxberger Middle School - AIM",-
4206,"7/1/2006",34,2239,154,20000,82585,,5994,21050,,1531,5117,0,7525,26167,,37.63,31.68,"Washington","Hillsboro SD 1J","City View Charter School",-
